doc_id,page_url,cabri_pdf_filename,country,iso,year,cycle_phase,internal_external,document_type_1,document_type_2,document_type_3,institution,recs,document_language,title_en,title_fr,title_pt,pdf_hash_for_dedup,source_file
01335b67bdb4598c0006f67803f289d2f799630142243f16318bc3ac7603dbdf,budget_settlement_act_01335b,Algeria_2023_Approval_External_EnactedBudget_MofBudgetSettlementAct_UMA_Arabic_01335b.pdf,Algeria,DZ,2023,Approval,External,Enacted Budget,Finance Act,,MOF Budget Settlement Act,['UMA'],Arabic,Budget Settlement Act,Loi sur le règlement budgétaire,Lei de Liquidação Orçamental,290e9f3a266aeeee179efff4c98f1f7ccbc588886cea4ace636be55ae83a49fe,task_2_metadata_1st_dedup.json
00fc4ea9b4594e6871af22101a44165f721184186d28eaf47aadb76bd8fc6bb0,presentation_report_of_the_draft_finance_law_for_2024_and_perspectives_for_2025_and_2026_00fc4e,Algeria_2024_Approval_External_BudgetProposal_MofDraftAmendingFinanceLaw_UMA_French_00fc4e.pdf,Algeria,DZ,2024,Approval,External,Budget Proposal,Draft National Budget,,MOF Draft Amending Finance Law,['UMA'],French,Presentation Report of the Draft Finance Law for 2024 and Perspectives for 2025 and 2026,Rapport de presentation du Projet de la Loi de Finances pour 2024 et les perspectives pour 2025 et 2026,Relatório de apresentação do Projeto da Lei de Finanças para 2024 e Perspectivas para 2025 e 2026,d2a7860a590289cb1f16e335a697407259899772f9b93209f226be91c439a62c,task_2_metadata_1st_dedup.json
4aa1e928c18722a0f4ec6aad17d74f9d83ee02216facc2cb616ff1527071a492,finance_law_for_2024_4aa1e9,Algeria_2024_Approval_External_EnactedBudget_MofFinanceLaws_UMA_French_4aa1e9.pdf,Algeria,DZ,2024,Approval,External,Enacted Budget,Budget Law,,MOF Finance Laws,['UMA'],French,Finance Law for 2024,Loi de finances pour 2024,Lei de Finanças para 2024,df0829a3660a74a45a85ec68f17129a028b005fa2290dcfdc1e2638307dc4ff5,task_2_metadata_1st_dedup.json
0160630ac358d679666a4cb3f5dd4df66309873c3779e84c6906b0baabd567ab,budget_settlement_act_016063,Algeria_2024_Approval_External_EnactedBudget_MofBudgetSettlementAct_UMA_French_016063.pdf,Algeria,DZ,2024,Approval,External,Enacted Budget,Finance Act,,MOF Budget Settlement Act,['UMA'],French,Budget Settlement Act,Loi de Règlement Budgétaire,Lei de Liquidação Orçamental,d3718974a4fc360ec476adfbdd0d279f217dc91273ea5a56c01925a3895c9939,task_2_metadata_1st_dedup.json
844cb74480228188cddbc81c97b2fbfd70e09dc01633264d7e5a3beb0cba6e48,methodological_guidelines_for_the_preparation_of_the_medium_term_expenditure_framework_844cb7,Angola_2021_Formulation_External_BudgetFramework_MofEnactedBudgetAppropriationsAct2022_ECCASSADC_Portuguese_844cb7.pdf,Angola,AO,2021,Formulation,External,Budget Framework,Medium Term Expenditure Framework,,MOF Enacted Budget Appropriations Act 2022,"['ECCAS', 'SADC']",Portuguese,Methodological Guidelines for the Preparation of the Medium-Term Expenditure Framework,Directives Méthodologiques pour l'Élaboration du Cadre de Dépenses à Moyen Terme,Diretrizes Complementares de Elaboração do Quadro de Despesa de Médio Prazo,3bb1c6ecad86b0021176dd0b632c25a6f5d593c63ce09f50ed739bc086d70b02,task_2_metadata_1st_dedup.json
81bc7bc521398fddd078e9d9964faac2fe826ff0146cfc281237fce92513f96f,summary_of_expenditure_by_function_a_81bc7b,Angola_2022_Approval_External_AdjustedBudgetProposal_MofEnactedBudgetAppropriationsAct2022_ECCASSADC_Portuguese_81bc7b.pdf,Angola,AO,2022,Approval,External,Adjusted Budget Proposal,,,MOF Enacted Budget Appropriations Act 2022,"['ECCAS', 'SADC']",Portuguese,Summary of Expenditure by Function A,Résumé des Dépenses par Fonction A,Resumo Da Despesa Por Função A,79a2a6fcf2e82bb315d2892d75fdf38368372adb1da81522d00a1826aa182245,task_2_metadata_1st_dedup.json
abdef616fa900db600fb4589fd6259ce72e06884c16e5563ed64ecb2ba0e0a16,budget_allocation_by_sector_abdef6,Angola_2022_Approval_External_AdjustedBudgetProposal_MofEnactedBudgetAppropriationsAct2022_ECCASSADC_Portuguese_abdef6.pdf,Angola,AO,2022,Approval,External,Adjusted Budget Proposal,,,MOF Enacted Budget Appropriations Act 2022,"['ECCAS', 'SADC']",Portuguese,Budget Allocation by Sector,Attribution du Budget par Secteur,Dotação Orçamental Por Órgão,4f19f1e351fdacdf45f11464824f94b6214bdd87e7e40979cfd7bbaf4962f4f4,task_2_metadata_1st_dedup.json
a2f443ab2bf5d14041a255a22fda2aa2e57df8d73084904fe7bd35df60f5a299,budget_allocation_by_program_a2f443,Angola_2022_Formulation_External_BudgetFramework_MofEnactedBudgetAppropriationsAct2022_ECCASSADC_Portuguese_a2f443.pdf,Angola,AO,2022,Formulation,External,Budget Framework,Budget Framework Paper,,MOF Enacted Budget Appropriations Act 2022,"['ECCAS', 'SADC']",Portuguese,Budget Allocation by Program,Affectation Budgétaire par Programme,Dotação Orçamental por Programa,fbcd9b3ee1c122c9a81d732d52ec84166eea73e238f8945a5947d3a6a17bdb74,task_2_metadata_1st_dedup.json
55383a296813365207dfb7ba5da78e38c2595b06b62a0e2360d0211322962f0b,report_of_justification_general_state_budget_55383a,Angola_2022_Formulation_External_BudgetFramework_MofEnactedBudgetAppropriationsAct2022_ECCASSADC_Portuguese_55383a.pdf,Angola,AO,2022,Formulation,External,Budget Framework,Budget Strategy Paper,,MOF Enacted Budget Appropriations Act 2022,"['ECCAS', 'SADC']",Portuguese,Report of Justification General State Budget,Rapport de Justification Budget Général de l'État,RELATÓRIO DE FUNDAMENTAÇÃO Orçamento Geral do Estado,70a5a95ca4c84c61209a5998a1d4d9cb8d67126293afba829e90a8bdaca70252,task_2_metadata_1st_dedup.json
8b1ffda9e15630a63bf6809dd3c6435ff336c235fcf1a299445703f905925294,citizen_s_budget_8b1ffd,Angola_2022_Approval_External_CitizensBudget_MofCitizensBudget_ECCASSADC_Portuguese_8b1ffd.pdf,Angola,AO,2022,Approval,External,Citizens' Budget,,,MOF Citizens Budget,"['ECCAS', 'SADC']",Portuguese,Citizen's Budget,Budget Citoyen,Orçamento do Cidadão,ca3f0ef19674c0d6365f4203c39a80b4eef17774538a9117f5e33dd0581efcb9,task_2_metadata_1st_dedup.json
73836338ecc062c190c367303121dcc01a37bbaa9693eea3fd634225b2959dc4,summary_of_expenditure_by_economic_nature_738363,Angola_2022_Approval_External_EnactedBudget_MofEnactedBudgetAppropriationsAct2022_ECCASSADC_Portuguese_738363.pdf,Angola,AO,2022,Approval,External,Enacted Budget,Budget Summary,,MOF Enacted Budget Appropriations Act 2022,"['ECCAS', 'SADC']",Portuguese,Summary of Expenditure by Economic Nature,Résumé des Dépenses par Nature Économique,Resumo Da Despesa Por Natureza Económica,7a84687c7d46091fa7735716460c4e947b7bef66279ee967c23f39f26dca0608,task_2_metadata_1st_dedup.json
c5df76e501e08c6f1c9fbbd72804dcabe985ac043a80883da46532a7eee67065,summary_of_revenue_by_economic_nature_c5df76,Angola_2022_Approval_External_EnactedBudget_MofEnactedBudgetAppropriationsAct2022_ECCASSADC_Portuguese_c5df76.pdf,Angola,AO,2022,Approval,External,Enacted Budget,Budget Summary,,MOF Enacted Budget Appropriations Act 2022,"['ECCAS', 'SADC']",Portuguese,Summary of Revenue by Economic Nature,Résumé des recettes par nature économique,Resumo Da Receita Por Natureza Económica,072228dd32ea27e11523600ca8e268a9eab6c33b14d8384f5fb508444ffbe4fd,task_2_metadata_1st_dedup.json
75d9f3e8dd8d1eaef0961ee849aca99fab3ac2934f18f1defd00298c3ef567df,law_approving_the_general_state_budget_for_the_economic_year_2022_75d9f3,Angola_2022_Approval_External_EnactedBudget_MofEnactedBudgetAppropriationsAct2022_ECCASSADC_Portuguese_75d9f3.pdf,Angola,AO,2022,Approval,External,Enacted Budget,Budget Law,,MOF Enacted Budget Appropriations Act 2022,"['ECCAS', 'SADC']",Portuguese,Law Approving the General State Budget for the Economic Year 2022,Loir approuvant le budget général de l'État pour l'année économique 2022,Lei que Aprova o Orçamento Geral do Estado para o Exercício Econômico de 2022,0c4ed398c12ba578a841a5dced330cb6f7e28e9057bc7d3b2d9bad7b0fdb7b5e,task_2_metadata_1st_dedup.json
cdc488325eb47240dd91971d01be6671bbd263e67bafc0fc3093eb4b4d89c947,budget_allocation_by_program_cdc488,Angola_2022_Approval_External_EnactedBudget_MofEnactedBudgetAppropriationsAct2022_ECCASSADC_Portuguese_cdc488.pdf,Angola,AO,2022,Approval,External,Enacted Budget,Budget Summary,,MOF Enacted Budget Appropriations Act 2022,"['ECCAS', 'SADC']",Portuguese,Budget Allocation by Program,Attribution Budgétaire par Programme,Dotação Orçamental por Programa,f1066e5d739601a5e2a05d3c4bce53eebc4388f9367171837cf0e3447c88221d,task_2_metadata_1st_dedup.json
9ef4e0c6c76e90896fc6a807829e1f27ef81085c2d9d690a9b8f9dd80b3e0735,summary_of_expenditure_by_location_9ef4e0,Angola_2022_Approval_External_EnactedBudget_MofEnactedBudgetAppropriationsAct2022_ECCASSADC_Portuguese_9ef4e0.pdf,Angola,AO,2022,Approval,External,Enacted Budget,Budget Summary,,MOF Enacted Budget Appropriations Act 2022,"['ECCAS', 'SADC']",Portuguese,Summary of Expenditure by Location,Résumé des dépenses par local,Resumo Da Despesa Por Local,af54feb2016c50ce44dab64441962d792e1d79180cd3ea28f7c64e68249093c6,task_2_metadata_1st_dedup.json
f2d907941c4cb74a3b62cc05c069ffff9d1996b30308dd7daf72acccfbfd6f0e,instructions_for_the_preparation_of_the_general_state_budget_2022_f2d907,Angola_2022_Approval_External_EnactedBudget_MofInstructionsOnPreparingTheBudget_ECCASSADC_Portuguese_f2d907.pdf,Angola,AO,2022,Approval,External,Enacted Budget,Budget Execution Circular,,MOF Instructions on Preparing the Budget,"['ECCAS', 'SADC']",Portuguese,Instructions for the Preparation of the General State Budget 2022,Instructions pour l'élaboration du budget général de l'État 2022,Instruções de Elaboração do OGE 2022,df163c8ca5e98106006037949d350ac4fa5be3ae4713ac508cb57ed00dbe6bf8,task_2_metadata_1st_dedup.json
af6a8b37588d047c86e2b860c45ff15f338bb56a8ae936c87bbc3f663196f82a,summary_of_revenue_by_source_af6a8b,Angola_2022_Execution_External_InYearReport_MofEnactedBudgetAppropriationsAct2022_ECCASSADC_Portuguese_af6a8b.pdf,Angola,AO,2022,Execution,External,In-Year Report,Monthly,Not Applicable,MOF Enacted Budget Appropriations Act 2022,"['ECCAS', 'SADC']",Portuguese,Summary of Revenue by Source,Résumé des recettes par source,Resumo Da Receita Por Fonte De Recurso,939c32789449e4c957a7852f4cd29a9052eb9642f32f3ffd6a94debe9418276d,task_2_metadata_1st_dedup.json
73d05cc75110281ec2cb8a9cb6ce2686e76e1ef84b04878ff1f27d75dc3622bd,quarterly_execution_report_of_the_oge_73d05c,Angola_2022_Execution_External_InYearReport_MofInYearReports_ECCASSADC_Portuguese_73d05c.pdf,Angola,AO,2022,Execution,External,In-Year Report,Quarterly,Not Applicable,MOF In Year Reports,"['ECCAS', 'SADC']",Portuguese,Quarterly Execution Report of the OGE,Rapport d'exécution trimestriel de l'OGE,Relatório de Execução Trimestral do OGE,2c57cf2cbcf371a22ce81fe466692b6859617cd85a9a79b70aafba2b5d4c40b1,task_2_metadata_1st_dedup.json
72be7ac409ee6c7552977076f17fc586623c6453b40b7338ccf3352c0ea36250,quarterly_execution_report_of_the_oge_72be7a,Angola_2022_Execution_External_InYearReport_MofInYearReports_ECCASSADC_Portuguese_72be7a.pdf,Angola,AO,2022,Execution,External,In-Year Report,Quarterly,Not Applicable,MOF In Year Reports,"['ECCAS', 'SADC']",Portuguese,Quarterly Execution Report of the OGE,Rapport d'exécution trimestriel de l'OGE,Relatório de Execução Trimestral do OGE,9b445a565aaf857a4a2e78cfca04f70180ee026de1ed1a30cebf89fa773aa071,task_2_metadata_1st_dedup.json
4341822fe622dc6784b0e1e834377e797ba389052a96994dd553e7ac40568172,summary_of_expenditure_by_function_a_434182,Angola_2023_Execution_External_AdjustedBudget_MofEnactedBudgetAppropriationsAct2023_ECCASSADC_Portuguese_434182.pdf,Angola,AO,2023,Execution,External,Adjusted Budget,Adjusted Estimates of National Expenditure,,MOF Enacted Budget Appropriations Act 2023,"['ECCAS', 'SADC']",Portuguese,Summary of Expenditure by Function A,Résumé des Dépenses par Fonction A,Resumo Da Despesa Por Função A,2a4f46aad97a7b3e3cbfd91b328f6dfb9e1c1768e5e91f0d0945c8f265ab18b7,task_2_metadata_1st_dedup.json
62a6e18f0dca501e798badf580e307cbcd1abefc1b8a3a2cd2440f6f58edd4da,instructions_for_preparing_the_oge_2023_public_investment_program_62a6e1,Angola_2023_Formulation_External_BudgetCallCircular_MofBudgetPlanning_ECCASSADC_Portuguese_62a6e1.pdf,Angola,AO,2023,Formulation,External,Budget Call Circular,,,MOF Budget Planning,"['ECCAS', 'SADC']",Portuguese,Instructions for Preparing the OGE 2023 Public Investment Program,Instructions pour l'élaboration du OGE 2023 Programme d'Investissements Publics,Instruções para elaboração do OGE 2023 Programa de Investimentos Públicos,8e1e02c9fae253915c0a09a0e814997f26f8eebaa510515bd95c034bb550ce08,task_2_metadata_1st_dedup.json
3e4382ef00e78d89620429f7b761dce92109c54e800fa99a0ff6e5c1341c7dc4,budget_justification_report_3e4382,Angola_2023_Formulation_External_BudgetFramework_MofEnactedBudgetAppropriationsAct2023_ECCASSADC_Portuguese_3e4382.pdf,Angola,AO,2023,Formulation,External,Budget Framework,Budget Strategy Paper,,MOF Enacted Budget Appropriations Act 2023,"['ECCAS', 'SADC']",Portuguese,Budget Justification Report,Rapport de Justification du Budget,Relatório de Fundamentação,733170a5b6c5cd136d02eb7ab94257b9dfef6c7758329c3a9babddcd94faf7bf,task_2_metadata_1st_dedup.json
b910cfe2771b64dab7ca5f17fb2709d96f656985ad141b9be949176765377b3b,summary_of_revenue_by_source_b910cf,Angola_2023_Approval_External_BudgetReview_MofEnactedBudgetAppropriationsAct2023_ECCASSADC_Portuguese_b910cf.pdf,Angola,AO,2023,Approval,External,Budget Review,,,MOF Enacted Budget Appropriations Act 2023,"['ECCAS', 'SADC']",Portuguese,Summary of Revenue by Source,Résumé des Revenus par Source,Resumo Da Receita Por Fonte De Recurso,78e7e1c4ef9a7698fca3dee9a81a5d0b7ea94d9559ca2b4083f70d2161c90c64,task_2_metadata_1st_dedup.json
95194b85a7c0c15f467904151fc38436b66befce3becf4a6c81b5ee9c4f9632c,citizens_budget_2023_95194b,Angola_2023_Approval_External_CitizensBudget_MofCitizensBudget_ECCASSADC_Portuguese_95194b.pdf,Angola,AO,2023,Approval,External,Citizens' Budget,,,MOF Citizens Budget,"['ECCAS', 'SADC']",Portuguese,Citizens' Budget 2023,Budget Citoyen 2023,Orçamento Cidadão 2023,74cb52126fa76bb7d1c10b5371c80c287b8da993b0a75689353cef4256a3b669,task_2_metadata_1st_dedup.json
36350053a6d5509564d9fbd3817deb3cf7b9bf13d927a6cd6c64f7a8f22565e8,state_budget_2023_budget_allocation_by_program_363500,Angola_2023_Approval_External_EnactedBudget_MofEnactedBudgetAppropriationsAct2023_ECCASSADC_Portuguese_363500.pdf,Angola,AO,2023,Approval,External,Enacted Budget,Budget Summary,,MOF Enacted Budget Appropriations Act 2023,"['ECCAS', 'SADC']",Portuguese,State Budget 2023 Budget Allocation by Program,Budget de l'État 2023 Allocation Budgétaire par Programme,Orçamento do Estado 2023 Dotação Orçamentária por Programa,f7285edb2db93b3bc9a8540490962ce28511054e9faa65c803b6f013904ac9de,task_2_metadata_1st_dedup.json
0866e0e2e2293aa38a37ae9918e5d3047a5d76940ad3d2e07734b0a7e26103af,budget_allocation_by_program_gender_detailed_0866e0,Angola_2023_Approval_External_EnactedBudget_MofEnactedBudgetAppropriationsAct2023_ECCASSADC_Portuguese_0866e0.pdf,Angola,AO,2023,Approval,External,Enacted Budget,Budget Summary,,MOF Enacted Budget Appropriations Act 2023,"['ECCAS', 'SADC']",Portuguese,Budget Allocation by Program - Gender - Detailed,Allocation Budgétaire par Programme - Genre - Détail,Dotação Orçamental por Programa - Gênero - Detalhado,e1ff0d49350a0a1664cd15fbd9042d34b09bcce3c09d15c09c4da54ab2451268,task_2_metadata_1st_dedup.json
afb339dc50aaaef98621af0dea11c47ab85d54c21d93dd576c4a13b6b5959975,summary_of_revenue_by_economic_nature_afb339,Angola_2023_Approval_External_EnactedBudget_MofEnactedBudgetAppropriationsAct2023_ECCASSADC_Portuguese_afb339.pdf,Angola,AO,2023,Approval,External,Enacted Budget,Budget Summary,,MOF Enacted Budget Appropriations Act 2023,"['ECCAS', 'SADC']",Portuguese,Summary of Revenue by Economic Nature,Résumé des recettes par nature économique,Resumo Da Receita Por Natureza Económica,e6d90c1dcbe4584ee5b20b2e6af046377f04a2d5a0c09f18d707fde3ebf3e90d,task_2_metadata_1st_dedup.json
16b624b41b65525568fd2ca2dd15542084202af1280b1a91fe16b0f7d45bb8aa,general_state_budget_16b624,Angola_2023_Approval_External_EnactedBudget_MofEnactedBudgetAppropriationsAct2023_ECCASSADC_Portuguese_16b624.pdf,Angola,AO,2023,Approval,External,Enacted Budget,National Budget,,MOF Enacted Budget Appropriations Act 2023,"['ECCAS', 'SADC']",Portuguese,General State Budget,Budget Général de l'État,Orçamento Geral do Estado,74dad4b466946aa404828d0ac24545ac41e2c8f96102c357b442caa9702f707d,task_2_metadata_1st_dedup.json
0f23fe24bc6b496b89b1ab532a88643945fa941d6e8088b929aceacfec609edd,summary_of_expenditure_by_economic_nature_0f23fe,Angola_2023_Approval_External_EnactedBudget_MofEnactedBudgetAppropriationsAct2023_ECCASSADC_Portuguese_0f23fe.pdf,Angola,AO,2023,Approval,External,Enacted Budget,Budget Summary,,MOF Enacted Budget Appropriations Act 2023,"['ECCAS', 'SADC']",Portuguese,Summary of Expenditure by Economic Nature,Résumé des Dépenses par Nature Économique,Resumo Da Despesa Por Natureza Económica,9993c2758073b06d3e5d4a12909085588f0aa959f6dde25906a31bcbcbea0520,task_2_metadata_1st_dedup.json
e972e330efea144b035ccb303bb94c8a93cf913334a8ace48286969f468009a7,summary_of_expenditure_by_function_b_e972e3,Angola_2023_Approval_External_EnactedBudget_MofEnactedBudgetAppropriationsAct2023_ECCASSADC_Portuguese_e972e3.pdf,Angola,AO,2023,Approval,External,Enacted Budget,Budget Summary,,MOF Enacted Budget Appropriations Act 2023,"['ECCAS', 'SADC']",Portuguese,Summary of Expenditure by Function B,Résumé des Dépenses par Fonction B,Resumo Da Despesa Por Função B,7d61c2f1e21376492e0913ce70c387737949b28b314b5dfa7b25032c50541fff,task_2_metadata_1st_dedup.json
7c2e92984d1197b5169f94569d1c08d09aebee1dce1dac069c61c64df518a5ef,quarterly_execution_report_of_the_state_budget_7c2e92,Angola_2023_Execution_External_InYearReport_MofInYearReports_ECCASSADC_Portuguese_7c2e92.pdf,Angola,AO,2023,Execution,External,In-Year Report,Quarterly,Not Applicable,MOF In Year Reports,"['ECCAS', 'SADC']",Portuguese,Quarterly Execution Report of the State Budget,Rapport d'exécution trimestriel du budget de l'État,Relatório de Execução Trimestral do OGE,fdc3b81fa112ae46ab3e1b75e29797494dfd967e7803e6168f0845fcc920479d,task_2_metadata_1st_dedup.json
5b4745103e2823de6708291c48c42f8e5387610455210c2ded01e8fd854c56b3,quarterly_execution_report_of_the_oge_5b4745,Angola_2023_Execution_External_InYearReport_MofInYearReports_ECCASSADC_Portuguese_5b4745.pdf,Angola,AO,2023,Execution,External,In-Year Report,Quarterly,Not Applicable,MOF In Year Reports,"['ECCAS', 'SADC']",Portuguese,Quarterly Execution Report of the OGE,Rapport d'exécution trimestriel de l'OGE,Relatório de Execução Trimestral do OGE,6dc7ab6521f2576b65904cf73369e87ee02259e5c6985b49ccbfe57f35639aa5,task_2_metadata_1st_dedup.json
5dfa8c7de04cfcef9af97c3447dee1708e18d54c7a4a167891832eceb726b083,detailed_budget_allocation_by_program_5dfa8c,Angola_2024_Approval_External_AdjustedBudgetProposal_MofEnactedBudgetAppropriationsAct2024_ECCASSADC_Portuguese_5dfa8c.pdf,Angola,AO,2024,Approval,External,Adjusted Budget Proposal,,,MOF Enacted Budget Appropriations Act 2024,"['ECCAS', 'SADC']",Portuguese,Detailed Budget Allocation by Program,Allocation Budgétaire Détaillée par Programme,Dotação Orçamental por Programa,6d31349bbb47ae8c7ec45c6609a83bec9c1704bb2fd24684a800b2df0b8198e6,task_2_metadata_1st_dedup.json
360cb0c5011303177deb45fc7d92e5953557b54765fb015294d5cc207c814f7c,instructions_for_the_preparation_of_the_general_state_budget_360cb0,Angola_2024_Formulation_External_BudgetCallCircular_MofBudgetPlanning_ECCASSADC_Portuguese_360cb0.pdf,Angola,AO,2024,Formulation,External,Budget Call Circular,,,MOF Budget Planning,"['ECCAS', 'SADC']",Portuguese,Instructions for the Preparation of the General State Budget,Instructions pour l'élaboration du budget général de l'État,Instruções para a elaboração do Orçamento Geral do Estado,f55a166eb08e747ee28ee83ab66e79fade77920b6dc993625cff38a8d613c138,task_2_metadata_1st_dedup.json
